match_id,tournament_id,team_id,opponent_id
M-2002-20,WC-2002,T-28,T-80
M-2002-20,WC-2002,T-80,T-28
M-2002-21,WC-2002,T-71,T-48
M-2002-21,WC-2002,T-48,T-71
M-2002-22,WC-2002,T-70,T-53
M-2002-22,WC-2002,T-53,T-70
M-2002-23,WC-2002,T-03,T-27
M-2002-23,WC-2002,T-27,T-03
M-2002-24,WC-2002,T-67,T-66
M-2002-24,WC-2002,T-66,T-67
M-2002-25,WC-2002,T-39,T-17
M-2002-25,WC-2002,T-17,T-39
M-2002-26,WC-2002,T-09,T-14
M-2002-26,WC-2002,T-14,T-09
M-2002-27,WC-2002,T-44,T-24
M-2002-27,WC-2002,T-24,T-44
M-2002-28,WC-2002,T-16,T-76
M-2002-28,WC-2002,T-76,T-16
M-2002-29,WC-2002,T-42,T-59
M-2002-29,WC-2002,T-59,T-42
M-2002-30,WC-2002,T-68,T-79
M-2002-30,WC-2002,T-79,T-68
M-2002-31,WC-2002,T-75,T-06
M-2002-31,WC-2002,T-06,T-75
M-2002-32,WC-2002,T-56,T-55
M-2002-32,WC-2002,T-55,T-56
M-2002-33,WC-2002,T-21,T-28
M-2002-33,WC-2002,T-28,T-21
M-2002-34,WC-2002,T-62,T-80
M-2002-34,WC-2002,T-80,T-62
M-2002-35,WC-2002,T-11,T-29
M-2002-35,WC-2002,T-29,T-11
M-2002-36,WC-2002,T-60,T-57
M-2002-36,WC-2002,T-57,T-60
M-2002-37,WC-2002,T-48,T-27
M-2002-37,WC-2002,T-27,T-48
M-2002-38,WC-2002,T-71,T-03
M-2002-38,WC-2002,T-03,T-71
M-2002-39,WC-2002,T-66,T-53
M-2002-39,WC-2002,T-53,T-66
M-2002-40,WC-2002,T-67,T-70
M-2002-40,WC-2002,T-70,T-67
M-2002-41,WC-2002,T-16,T-09
M-2002-41,WC-2002,T-09,T-16
M-2002-42,WC-2002,T-76,T-14
M-2002-42,WC-2002,T-14,T-76
M-2002-43,WC-2002,T-24,T-17
M-2002-43,WC-2002,T-17,T-24
M-2002-44,WC-2002,T-44,T-39
M-2002-44,WC-2002,T-39,T-44
M-2002-45,WC-2002,T-06,T-59
M-2002-45,WC-2002,T-59,T-06
M-2002-46,WC-2002,T-75,T-42
M-2002-46,WC-2002,T-42,T-75
M-2002-47,WC-2002,T-55,T-79
M-2002-47,WC-2002,T-79,T-55
M-2002-48,WC-2002,T-56,T-68
M-2002-48,WC-2002,T-68,T-56
M-2002-49,WC-2002,T-29,T-53
M-2002-49,WC-2002,T-53,T-29
M-2002-50,WC-2002,T-21,T-27
M-2002-50,WC-2002,T-27,T-21
M-2002-51,WC-2002,T-71,T-62
M-2002-51,WC-2002,T-62,T-71
M-2002-52,WC-2002,T-70,T-57
M-2002-52,WC-2002,T-57,T-70
M-2002-53,WC-2002,T-44,T-79
M-2002-53,WC-2002,T-79,T-44
M-2002-54,WC-2002,T-09,T-06
M-2002-54,WC-2002,T-06,T-09
M-2002-55,WC-2002,T-42,T-76
M-2002-55,WC-2002,T-76,T-42
M-2002-56,WC-2002,T-68,T-39
M-2002-56,WC-2002,T-39,T-68
M-2002-57,WC-2002,T-27,T-09
M-2002-57,WC-2002,T-09,T-27
M-2002-58,WC-2002,T-29,T-79
M-2002-58,WC-2002,T-79,T-29
M-2002-59,WC-2002,T-70,T-68
M-2002-59,WC-2002,T-68,T-70
M-2002-60,WC-2002,T-62,T-76
M-2002-60,WC-2002,T-76,T-62
M-2002-61,WC-2002,T-29,T-68
M-2002-61,WC-2002,T-68,T-29
M-2002-62,WC-2002,T-09,T-76
M-2002-62,WC-2002,T-76,T-09
M-2002-63,WC-2002,T-68,T-76
M-2002-63,WC-2002,T-76,T-68
M-2002-64,WC-2002,T-29,T-09
M-2002-64,WC-2002,T-09,T-29
M-2006-01,WC-2006,T-29,T-16
M-2006-01,WC-2006,T-16,T-29
M-2006-02,WC-2006,T-55,T-24
M-2006-02,WC-2006,T-24,T-55
M-2006-03,WC-2006,T-27,T-53
M-2006-03,WC-2006,T-53,T-27
M-2006-04,WC-2006,T-74,T-71
M-2006-04,WC-2006,T-71,T-74
M-2006-05,WC-2006,T-03,T-40
M-2006-05,WC-2006,T-40,T-03
M-2006-06,WC-2006,T-64,T-46
M-2006-06,WC-2006,T-46,T-64
M-2006-07,WC-2006,T-44,T-36
M-2006-07,WC-2006,T-36,T-44
M-2006-08,WC-2006,T-02,T-56
M-2006-08,WC-2006,T-56,T-02
M-2006-09,WC-2006,T-04,T-42
M-2006-09,WC-2006,T-42,T-04
M-2006-10,WC-2006,T-79,T-19
M-2006-10,WC-2006,T-19,T-79
M-2006-11,WC-2006,T-39,T-30
M-2006-11,WC-2006,T-30,T-39
M-2006-12,WC-2006,T-68,T-73
M-2006-12,WC-2006,T-73,T-68
M-2006-13,WC-2006,T-28,T-72
M-2006-13,WC-2006,T-72,T-28
M-2006-14,WC-2006,T-09,T-17
M-2006-14,WC-2006,T-17,T-09
M-2006-15,WC-2006,T-70,T-77
M-2006-15,WC-2006,T-77,T-70
M-2006-16,WC-2006,T-75,T-60
M-2006-16,WC-2006,T-60,T-75
M-2006-17,WC-2006,T-29,T-55
M-2006-17,WC-2006,T-55,T-29
M-2006-18,WC-2006,T-24,T-16
M-2006-18,WC-2006,T-16,T-24
M-2006-19,WC-2006,T-27,T-74
M-2006-19,WC-2006,T-74,T-27
M-2006-20,WC-2006,T-71,T-53
M-2006-20,WC-2006,T-53,T-71
M-2006-21,WC-2006,T-03,T-64
M-2006-21,WC-2006,T-64,T-03
M-2006-22,WC-2006,T-46,T-40
M-2006-22,WC-2006,T-40,T-46
M-2006-23,WC-2006,T-44,T-02
M-2006-23,WC-2006,T-02,T-44
M-2006-24,WC-2006,T-56,T-36
M-2006-24,WC-2006,T-36,T-56
M-2006-25,WC-2006,T-19,T-30
M-2006-25,WC-2006,T-30,T-19
M-2006-26,WC-2006,T-39,T-79
M-2006-26,WC-2006,T-79,T-39
M-2006-27,WC-2006,T-42,T-17
M-2006-27,WC-2006,T-17,T-42
M-2006-28,WC-2006,T-09,T-04
M-2006-28,WC-2006,T-04,T-09
M-2006-29,WC-2006,T-28,T-68
M-2006-29,WC-2006,T-68,T-28
M-2006-30,WC-2006,T-73,T-72
M-2006-30,WC-2006,T-72,T-73
M-2006-31,WC-2006,T-60,T-77
M-2006-31,WC-2006,T-77,T-60
M-2006-32,WC-2006,T-70,T-75
M-2006-32,WC-2006,T-75,T-70
M-2006-33,WC-2006,T-16,T-55
M-2006-33,WC-2006,T-55,T-16
M-2006-34,WC-2006,T-24,T-29
M-2006-34,WC-2006,T-29,T-24
M-2006-35,WC-2006,T-53,T-74
M-2006-35,WC-2006,T-74,T-53
M-2006-36,WC-2006,T-71,T-27
M-2006-36,WC-2006,T-27,T-71
M-2006-37,WC-2006,T-36,T-02
M-2006-37,WC-2006,T-02,T-36
M-2006-38,WC-2006,T-56,T-44
M-2006-38,WC-2006,T-44,T-56
M-2006-39,WC-2006,T-40,T-64
M-2006-39,WC-2006,T-64,T-40
M-2006-40,WC-2006,T-46,T-03
M-2006-40,WC-2006,T-03,T-46
M-2006-41,WC-2006,T-19,T-39
M-2006-41,WC-2006,T-39,T-19
M-2006-42,WC-2006,T-30,T-79
M-2006-42,WC-2006,T-79,T-30
M-2006-43,WC-2006,T-17,T-04
M-2006-43,WC-2006,T-04,T-17
M-2006-44,WC-2006,T-42,T-09
M-2006-44,WC-2006,T-09,T-42
M-2006-45,WC-2006,T-60,T-70
M-2006-45,WC-2006,T-70,T-60
M-2006-46,WC-2006,T-77,T-75
M-2006-46,WC-2006,T-75,T-77
M-2006-47,WC-2006,T-72,T-68
M-2006-47,WC-2006,T-68,T-72
M-2006-48,WC-2006,T-73,T-28
M-2006-48,WC-2006,T-28,T-73
M-2006-49,WC-2006,T-29,T-71
M-2006-49,WC-2006,T-71,T-29
M-2006-50,WC-2006,T-03,T-44
M-2006-50,WC-2006,T-44,T-03
M-2006-51,WC-2006,T-27,T-24
M-2006-51,WC-2006,T-24,T-27
M-2006-52,WC-2006,T-56,T-46
M-2006-52,WC-2006,T-46,T-56
M-2006-53,WC-2006,T-39,T-04
M-2006-53,WC-2006,T-04,T-39
M-2006-54,WC-2006,T-72,T-77
M-2006-54,WC-2006,T-77,T-72
M-2006-55,WC-2006,T-09,T-30
M-2006-55,WC-2006,T-30,T-09
M-2006-56,WC-2006,T-70,T-28
M-2006-56,WC-2006,T-28,T-70
M-2006-57,WC-2006,T-29,T-03
M-2006-57,WC-2006,T-03,T-29
M-2006-58,WC-2006,T-39,T-77
M-2006-58,WC-2006,T-77,T-39
M-2006-59,WC-2006,T-27,T-56
M-2006-59,WC-2006,T-56,T-27
M-2006-60,WC-2006,T-09,T-28
M-2006-60,WC-2006,T-28,T-09
M-2006-61,WC-2006,T-29,T-39
M-2006-61,WC-2006,T-39,T-29
M-2006-62,WC-2006,T-56,T-28
M-2006-62,WC-2006,T-28,T-56
M-2006-63,WC-2006,T-29,T-56
M-2006-63,WC-2006,T-56,T-29
M-2006-64,WC-2006,T-39,T-28
M-2006-64,WC-2006,T-28,T-39
M-2010-01,WC-2010,T-67,T-44
M-2010-01,WC-2010,T-44,T-67
M-2010-02,WC-2010,T-80,T-28
M-2010-02,WC-2010,T-28,T-80
M-2010-03,WC-2010,T-68,T-31
M-2010-03,WC-2010,T-31,T-68
M-2010-04,WC-2010,T-03,T-48
M-2010-04,WC-2010,T-48,T-03
M-2010-05,WC-2010,T-27,T-79
M-2010-05,WC-2010,T-79,T-27
M-2010-06,WC-2010,T-01,T-66
M-2010-06,WC-2010,T-66,T-01
M-2010-07,WC-2010,T-63,T-30
M-2010-07,WC-2010,T-30,T-63
M-2010-08,WC-2010,T-29,T-04
M-2010-08,WC-2010,T-04,T-29
M-2010-09,WC-2010,T-46,T-21
M-2010-09,WC-2010,T-21,T-46
M-2010-10,WC-2010,T-42,T-11
M-2010-10,WC-2010,T-11,T-42
M-2010-11,WC-2010,T-39,T-53
M-2010-11,WC-2010,T-53,T-39
M-2010-12,WC-2010,T-47,T-65
M-2010-12,WC-2010,T-65,T-47
M-2010-13,WC-2010,T-40,T-56
M-2010-13,WC-2010,T-56,T-40
M-2010-14,WC-2010,T-09,T-49
M-2010-14,WC-2010,T-49,T-09
M-2010-15,WC-2010,T-33,T-13
M-2010-15,WC-2010,T-13,T-33
M-2010-16,WC-2010,T-70,T-72
M-2010-16,WC-2010,T-72,T-70
M-2010-17,WC-2010,T-67,T-80
M-2010-17,WC-2010,T-80,T-67
M-2010-18,WC-2010,T-03,T-68
M-2010-18,WC-2010,T-68,T-03
M-2010-19,WC-2010,T-31,T-48
M-2010-19,WC-2010,T-48,T-31
M-2010-20,WC-2010,T-28,T-44
M-2010-20,WC-2010,T-44,T-28
M-2010-21,WC-2010,T-29,T-63
M-2010-21,WC-2010,T-63,T-29
M-2010-22,WC-2010,T-66,T-79
M-2010-22,WC-2010,T-79,T-66
M-2010-23,WC-2010,T-27,T-01
M-2010-23,WC-2010,T-01,T-27
M-2010-24,WC-2010,T-46,T-42
M-2010-24,WC-2010,T-42,T-46
M-2010-25,WC-2010,T-30,T-04
M-2010-25,WC-2010,T-04,T-30
M-2010-26,WC-2010,T-11,T-21
M-2010-26,WC-2010,T-21,T-11
M-2010-27,WC-2010,T-65,T-53
M-2010-27,WC-2010,T-53,T-65
M-2010-28,WC-2010,T-39,T-47
M-2010-28,WC-2010,T-47,T-39
M-2010-29,WC-2010,T-09,T-40
M-2010-29,WC-2010,T-40,T-09
M-2010-30,WC-2010,T-56,T-49
M-2010-30,WC-2010,T-49,T-56
M-2010-31,WC-2010,T-13,T-72
M-2010-31,WC-2010,T-72,T-13
M-2010-32,WC-2010,T-70,T-33
M-2010-32,WC-2010,T-33,T-70
M-2010-33,WC-2010,T-28,T-67
M-2010-33,WC-2010,T-67,T-28
M-2010-34,WC-2010,T-44,T-80
M-2010-34,WC-2010,T-80,T-44
M-2010-35,WC-2010,T-31,T-03
M-2010-35,WC-2010,T-03,T-31
M-2010-36,WC-2010,T-48,T-68
M-2010-36,WC-2010,T-68,T-48
M-2010-37,WC-2010,T-66,T-27
M-2010-37,WC-2010,T-27,T-66
M-2010-38,WC-2010,T-79,T-01
M-2010-38,WC-2010,T-01,T-79
M-2010-39,WC-2010,T-04,T-63
M-2010-39,WC-2010,T-63,T-04
M-2010-40,WC-2010,T-30,T-29
M-2010-40,WC-2010,T-29,T-30
M-2010-41,WC-2010,T-53,T-47
M-2010-41,WC-2010,T-47,T-53
M-2010-42,WC-2010,T-65,T-39
M-2010-42,WC-2010,T-39,T-65
M-2010-43,WC-2010,T-11,T-46
M-2010-43,WC-2010,T-46,T-11
M-2010-44,WC-2010,T-21,T-42
M-2010-44,WC-2010,T-42,T-21
M-2010-45,WC-2010,T-49,T-40
M-2010-45,WC-2010,T-40,T-49
M-2010-46,WC-2010,T-56,T-09
M-2010-46,WC-2010,T-09,T-56
M-2010-47,WC-2010,T-13,T-70
M-2010-47,WC-2010,T-70,T-13
M-2010-48,WC-2010,T-72,T-33
M-2010-48,WC-2010,T-33,T-72
M-2010-49,WC-2010,T-80,T-68
M-2010-49,WC-2010,T-68,T-80
M-2010-50,WC-2010,T-79,T-30
M-2010-50,WC-2010,T-30,T-79
M-2010-51,WC-2010,T-29,T-27
M-2010-51,WC-2010,T-27,T-29
M-2010-52,WC-2010,T-03,T-44
M-2010-52,WC-2010,T-44,T-03
M-2010-53,WC-2010,T-46,T-65
M-2010-53,WC-2010,T-65,T-46
M-2010-54,WC-2010,T-09,T-13
M-2010-54,WC-2010,T-13,T-09
M-2010-55,WC-2010,T-53,T-42
M-2010-55,WC-2010,T-42,T-53
M-2010-56,WC-2010,T-70,T-56
M-2010-56,WC-2010,T-56,T-70
M-2010-57,WC-2010,T-46,T-09
M-2010-57,WC-2010,T-09,T-46
M-2010-58,WC-2010,T-80,T-30
M-2010-58,WC-2010,T-30,T-80
M-2010-59,WC-2010,T-03,T-29
M-2010-59,WC-2010,T-29,T-03
M-2010-60,WC-2010,T-53,T-70
M-2010-60,WC-2010,T-70,T-53
M-2010-61,WC-2010,T-80,T-46
M-2010-61,WC-2010,T-46,T-80
M-2010-62,WC-2010,T-29,T-70
M-2010-62,WC-2010,T-70,T-29
M-2010-63,WC-2010,T-80,T-29
M-2010-63,WC-2010,T-29,T-80
M-2010-64,WC-2010,T-46,T-70
M-2010-64,WC-2010,T-70,T-46
M-2014-01,WC-2014,T-09,T-17
M-2014-01,WC-2014,T-17,T-09
M-2014-02,WC-2014,T-44,T-11
M-2014-02,WC-2014,T-11,T-44
M-2014-03,WC-2014,T-70,T-46
M-2014-03,WC-2014,T-46,T-70
M-2014-04,WC-2014,T-13,T-04
M-2014-04,WC-2014,T-04,T-13
M-2014-05,WC-2014,T-15,T-31
M-2014-05,WC-2014,T-31,T-15
M-2014-06,WC-2014,T-80,T-16
M-2014-06,WC-2014,T-16,T-80
M-2014-07,WC-2014,T-27,T-39
M-2014-07,WC-2014,T-39,T-27
M-2014-08,WC-2014,T-40,T-42
M-2014-08,WC-2014,T-42,T-40
M-2014-09,WC-2014,T-72,T-24
M-2014-09,WC-2014,T-24,T-72
M-2014-10,WC-2014,T-28,T-33
M-2014-10,WC-2014,T-33,T-28
M-2014-11,WC-2014,T-03,T-08
M-2014-11,WC-2014,T-08,T-03
M-2014-12,WC-2014,T-29,T-56
M-2014-12,WC-2014,T-56,T-29
M-2014-13,WC-2014,T-36,T-48
M-2014-13,WC-2014,T-48,T-36
M-2014-14,WC-2014,T-30,T-79
M-2014-14,WC-2014,T-79,T-30
M-2014-15,WC-2014,T-06,T-01
M-2014-15,WC-2014,T-01,T-06
M-2014-16,WC-2014,T-09,T-44
M-2014-16,WC-2014,T-44,T-09
M-2014-17,WC-2014,T-59,T-68
M-2014-17,WC-2014,T-68,T-59
M-2014-18,WC-2014,T-04,T-46
M-2014-18,WC-2014,T-46,T-04
M-2014-19,WC-2014,T-70,T-13
M-2014-19,WC-2014,T-13,T-70
M-2014-20,WC-2014,T-11,T-17
M-2014-20,WC-2014,T-17,T-11
M-2014-21,WC-2014,T-15,T-40
M-2014-21,WC-2014,T-40,T-15
M-2014-22,WC-2014,T-80,T-27
M-2014-22,WC-2014,T-27,T-80
M-2014-23,WC-2014,T-42,T-31
M-2014-23,WC-2014,T-31,T-42
M-2014-24,WC-2014,T-39,T-16
M-2014-24,WC-2014,T-16,T-39
M-2014-25,WC-2014,T-72,T-28
M-2014-25,WC-2014,T-28,T-72
M-2014-26,WC-2014,T-33,T-24
M-2014-26,WC-2014,T-24,T-33
M-2014-27,WC-2014,T-03,T-36
M-2014-27,WC-2014,T-36,T-03
M-2014-28,WC-2014,T-29,T-30
M-2014-28,WC-2014,T-30,T-29
M-2014-29,WC-2014,T-48,T-08
M-2014-29,WC-2014,T-08,T-48
M-2014-30,WC-2014,T-06,T-59
M-2014-30,WC-2014,T-59,T-06
M-2014-31,WC-2014,T-68,T-01
M-2014-31,WC-2014,T-01,T-68
M-2014-32,WC-2014,T-79,T-56
M-2014-32,WC-2014,T-56,T-79
M-2014-33,WC-2014,T-04,T-70
M-2014-33,WC-2014,T-70,T-04
M-2014-34,WC-2014,T-46,T-13
M-2014-34,WC-2014,T-13,T-46
M-2014-35,WC-2014,T-11,T-09
M-2014-35,WC-2014,T-09,T-11
M-2014-36,WC-2014,T-17,T-44
M-2014-36,WC-2014,T-44,T-17
M-2014-37,WC-2014,T-16,T-27
M-2014-37,WC-2014,T-27,T-16
M-2014-38,WC-2014,T-39,T-80
M-2014-38,WC-2014,T-80,T-39
M-2014-39,WC-2014,T-42,T-15
M-2014-39,WC-2014,T-15,T-42
M-2014-40,WC-2014,T-31,T-40
M-2014-40,WC-2014,T-40,T-31
M-2014-41,WC-2014,T-08,T-36
M-2014-41,WC-2014,T-36,T-08
M-2014-42,WC-2014,T-48,T-03
M-2014-42,WC-2014,T-03,T-48
M-2014-43,WC-2014,T-33,T-72
M-2014-43,WC-2014,T-72,T-33
M-2014-44,WC-2014,T-24,T-28
M-2014-44,WC-2014,T-28,T-24
M-2014-45,WC-2014,T-56,T-30
M-2014-45,WC-2014,T-30,T-56
M-2014-46,WC-2014,T-79,T-29
M-2014-46,WC-2014,T-29,T-79
M-2014-47,WC-2014,T-01,T-59
M-2014-47,WC-2014,T-59,T-01
M-2014-48,WC-2014,T-68,T-06
M-2014-48,WC-2014,T-06,T-68
M-2014-49,WC-2014,T-09,T-13
M-2014-49,WC-2014,T-13,T-09
M-2014-50,WC-2014,T-15,T-80
M-2014-50,WC-2014,T-80,T-15
M-2014-51,WC-2014,T-46,T-44
M-2014-51,WC-2014,T-44,T-46
M-2014-52,WC-2014,T-16,T-31
M-2014-52,WC-2014,T-31,T-16
M-2014-53,WC-2014,T-28,T-48
M-2014-53,WC-2014,T-48,T-28
M-2014-54,WC-2014,T-29,T-01
M-2014-54,WC-2014,T-01,T-29
M-2014-55,WC-2014,T-03,T-72
M-2014-55,WC-2014,T-72,T-03
M-2014-56,WC-2014,T-06,T-79
M-2014-56,WC-2014,T-79,T-06
M-2014-57,WC-2014,T-28,T-29
M-2014-57,WC-2014,T-29,T-28
M-2014-58,WC-2014,T-09,T-15
M-2014-58,WC-2014,T-15,T-09
M-2014-59,WC-2014,T-03,T-06
M-2014-59,WC-2014,T-06,T-03
M-2014-60,WC-2014,T-46,T-16
M-2014-60,WC-2014,T-16,T-46
M-2014-61,WC-2014,T-09,T-29
M-2014-61,WC-2014,T-29,T-09
M-2014-62,WC-2014,T-46,T-03
M-2014-62,WC-2014,T-03,T-46
M-2014-63,WC-2014,T-09,T-46
M-2014-63,WC-2014,T-46,T-09
M-2014-64,WC-2014,T-29,T-03
M-2014-64,WC-2014,T-03,T-29
M-2018-01,WC-2018,T-59,T-60
M-2018-01,WC-2018,T-60,T-59
M-2018-02,WC-2018,T-25,T-80
M-2018-02,WC-2018,T-80,T-25
M-2018-03,WC-2018,T-45,T-36
M-2018-03,WC-2018,T-36,T-45
M-2018-04,WC-2018,T-56,T-70
M-2018-04,WC-2018,T-70,T-56
M-2018-05,WC-2018,T-28,T-04
M-2018-05,WC-2018,T-04,T-28
M-2018-06,WC-2018,T-03,T-35
M-2018-06,WC-2018,T-35,T-03
M-2018-07,WC-2018,T-54,T-21
M-2018-07,WC-2018,T-21,T-54
M-2018-08,WC-2018,T-17,T-48
M-2018-08,WC-2018,T-48,T-17
M-2018-09,WC-2018,T-16,T-63
M-2018-09,WC-2018,T-63,T-16
M-2018-10,WC-2018,T-29,T-44
M-2018-10,WC-2018,T-44,T-29
M-2018-11,WC-2018,T-09,T-72
M-2018-11,WC-2018,T-72,T-09
M-2018-12,WC-2018,T-71,T-68
M-2018-12,WC-2018,T-68,T-71
M-2018-13,WC-2018,T-06,T-52
M-2018-13,WC-2018,T-52,T-06
M-2018-14,WC-2018,T-75,T-27
M-2018-14,WC-2018,T-27,T-75
M-2018-15,WC-2018,T-15,T-42
M-2018-15,WC-2018,T-42,T-15
M-2018-16,WC-2018,T-55,T-62
M-2018-16,WC-2018,T-62,T-55
M-2018-17,WC-2018,T-59,T-25
M-2018-17,WC-2018,T-25,T-59
M-2018-18,WC-2018,T-56,T-45
M-2018-18,WC-2018,T-45,T-56
M-2018-19,WC-2018,T-80,T-60
M-2018-19,WC-2018,T-60,T-80
M-2018-20,WC-2018,T-36,T-70
M-2018-20,WC-2018,T-70,T-36
M-2018-21,WC-2018,T-21,T-04
M-2018-21,WC-2018,T-04,T-21
M-2018-22,WC-2018,T-28,T-54
M-2018-22,WC-2018,T-54,T-28
M-2018-23,WC-2018,T-03,T-17
M-2018-23,WC-2018,T-17,T-03
M-2018-24,WC-2018,T-09,T-16
M-2018-24,WC-2018,T-16,T-09
M-2018-25,WC-2018,T-48,T-35
M-2018-25,WC-2018,T-35,T-48
M-2018-26,WC-2018,T-63,T-72
M-2018-26,WC-2018,T-72,T-63
M-2018-27,WC-2018,T-06,T-75
M-2018-27,WC-2018,T-75,T-06
M-2018-28,WC-2018,T-68,T-44
M-2018-28,WC-2018,T-44,T-68
M-2018-29,WC-2018,T-29,T-71
M-2018-29,WC-2018,T-71,T-29
M-2018-30,WC-2018,T-27,T-52
M-2018-30,WC-2018,T-52,T-27
M-2018-31,WC-2018,T-42,T-62
M-2018-31,WC-2018,T-62,T-42
M-2018-32,WC-2018,T-55,T-15
M-2018-32,WC-2018,T-15,T-55
M-2018-33,WC-2018,T-60,T-25
M-2018-33,WC-2018,T-25,T-60
M-2018-34,WC-2018,T-80,T-59
M-2018-34,WC-2018,T-59,T-80
M-2018-35,WC-2018,T-70,T-45
M-2018-35,WC-2018,T-45,T-70
M-2018-36,WC-2018,T-36,T-56
M-2018-36,WC-2018,T-56,T-36
M-2018-37,WC-2018,T-04,T-54
M-2018-37,WC-2018,T-54,T-04
M-2018-38,WC-2018,T-21,T-28
M-2018-38,WC-2018,T-28,T-21
M-2018-39,WC-2018,T-35,T-17
M-2018-39,WC-2018,T-17,T-35
M-2018-40,WC-2018,T-48,T-03
M-2018-40,WC-2018,T-03,T-48
M-2018-41,WC-2018,T-68,T-29
M-2018-41,WC-2018,T-29,T-68
M-2018-42,WC-2018,T-44,T-71
M-2018-42,WC-2018,T-71,T-44
M-2018-43,WC-2018,T-63,T-09
M-2018-43,WC-2018,T-09,T-63
M-2018-44,WC-2018,T-72,T-16
M-2018-44,WC-2018,T-16,T-72
M-2018-45,WC-2018,T-42,T-55
M-2018-45,WC-2018,T-55,T-42
M-2018-46,WC-2018,T-62,T-15
M-2018-46,WC-2018,T-15,T-62
M-2018-47,WC-2018,T-27,T-06
M-2018-47,WC-2018,T-06,T-27
M-2018-48,WC-2018,T-52,T-75
M-2018-48,WC-2018,T-75,T-52
M-2018-49,WC-2018,T-28,T-03
M-2018-49,WC-2018,T-03,T-28
M-2018-50,WC-2018,T-80,T-56
M-2018-50,WC-2018,T-56,T-80
M-2018-51,WC-2018,T-70,T-59
M-2018-51,WC-2018,T-59,T-70
M-2018-52,WC-2018,T-17,T-21
M-2018-52,WC-2018,T-21,T-17
M-2018-53,WC-2018,T-09,T-44
M-2018-53,WC-2018,T-44,T-09
M-2018-54,WC-2018,T-06,T-42
M-2018-54,WC-2018,T-42,T-06
M-2018-55,WC-2018,T-71,T-72
M-2018-55,WC-2018,T-72,T-71
M-2018-56,WC-2018,T-15,T-27
M-2018-56,WC-2018,T-27,T-15
M-2018-57,WC-2018,T-80,T-28
M-2018-57,WC-2018,T-28,T-80
M-2018-58,WC-2018,T-09,T-06
M-2018-58,WC-2018,T-06,T-09
M-2018-59,WC-2018,T-71,T-27
M-2018-59,WC-2018,T-27,T-71
M-2018-60,WC-2018,T-59,T-17
M-2018-60,WC-2018,T-17,T-59
M-2018-61,WC-2018,T-28,T-06
M-2018-61,WC-2018,T-06,T-28
M-2018-62,WC-2018,T-17,T-27
M-2018-62,WC-2018,T-27,T-17
M-2018-63,WC-2018,T-06,T-27
M-2018-63,WC-2018,T-27,T-06
M-2018-64,WC-2018,T-28,T-17
M-2018-64,WC-2018,T-17,T-28